"","RAV188","RAV579","RAV832","RAV1166","RAV220","RAV833","RAV1302","RAV324","RAV1008","RAV1575","RAV868","RAV61","RAV834","RAV517","RAV192"
"TCGA.CM.5862",-0.333663345393485,0.663926689946861,0.968008814668283,0.803792979188621,-0.626406333487136,-0.368071440453876,-0.316110509025989,-0.136149877921713,-0.576081815802706,-1.15535512707008,0.00121971547524659,1.24011848247016,-1.47944950318044,1.10238425911297,-0.779670117676115
"TCGA.AA.3655.1",-0.0435055196472,-0.318121161744745,0.25487184407501,0.301732350256618,-0.466590538678546,0.0768013188213247,-0.26607027244873,0.430100526684623,-0.11456336611395,0.0623209609928639,0.494811800012899,0.113641745261399,0.525204926087885,-0.535179201007767,0.375215845430556
"TCGA.A6.5662.1",0.131100584489434,0.258968997666276,0.554659549522036,0.573710590035121,-0.163642649422767,-0.504555105508511,0.348919553756565,-0.121291844104466,0.211015294102511,-0.216895636327977,0.0889768697629536,0.232637007883157,-1.67324532717369,1.16214616671227,0.206468283696745
"TCGA.AA.3713",-0.611659929769439,1.31782463498568,-1.989345142468,-1.65374779096645,1.34990924694562,0.896459207666211,1.18059283250514,-0.497993342052138,0.471164092917503,0.329857387473559,-0.842699370860346,-0.54845307527926,0.763251893589131,0.398139939553051,-1.77557015803968
"TCGA.CK.5916",0.72390164409519,-1.2295164371712,0.622860225509751,-0.281649836053432,-0.123719974521985,-0.696679456591199,-1.2543388988276,-0.262672356715329,-0.110939709186292,0.32792930405562,-0.211914838048164,-0.110625456127653,1.15675096473819,-1.65071929804026,-1.11316373891135
"TCGA.CK.4948",0.683883274584501,-0.7545661812729,0.900379037292606,0.640281996796087,-0.00731232034487014,-0.14922289761216,0.533700961387664,0.262884901290389,0.266241705752994,0.444058063657355,0.463483940332761,-0.872741238069781,-0.259344207853615,-0.704076113486882,1.03341218561902
"TCGA.CM.6163",0.255001398687176,-0.221884728432558,-0.502210403255066,-0.376529453792021,0.353006782602498,-0.098915733908077,0.0838187985567125,-0.346501704032309,0.414361662336237,0.672955297138684,0.00896221872587281,-0.720232363763192,-0.494033966290071,0.00287951154596118,-0.433281462324456
"TCGA.D5.7000",0.287056096068421,-0.710164099986056,-0.123841271517598,-0.0349270670329228,-0.0189119226200829,-0.190335552297487,0.175079096212841,0.319349975710282,0.141947743484046,0.631918159436979,0.227097982189442,-0.561119942566369,0.483597680559272,-0.736930320824948,0.301689151717995
"TCGA.AZ.6601.1",0.652912674357678,-1.08932566945939,0.499827572268843,-0.201188566691337,0.307705200814142,-0.299530081257839,-0.467386380631223,0.146568954568038,-0.0562457444647008,0.661614754820123,0.0374012852816484,-0.677807867696861,1.05883700654945,-1.66417678214052,-0.365043771672561
"TCGA.G4.6323",-0.77569093850865,0.499378803718643,-0.428346194289793,-0.326673871249065,-0.301206463005346,1.16630627802001,-0.674060977491204,0.0963778998144455,-0.373224802261349,-0.435439913961845,0.0186095661192201,0.712959563308714,0.337700060771824,0.245241885044309,-0.351104639100147
"TCGA.NH.A50U",-0.329843116435067,0.315145908979683,0.485864489092544,0.938918310940137,-0.421305242650327,0.476300111921117,1.00246807212687,1.02223610856426,-0.475936617731312,-0.245565646543041,1.1516348818225,0.0129423609117935,-0.415111536957489,-0.182306274443863,1.50262381912975
"TCGA.D5.6924",0.951234503296552,-0.995077020651497,0.842926578896223,-0.210524176695148,0.36754009041173,-1.35600999235498,-1.53346650400195,-1.11958885882109,0.357684122926773,0.400118648226493,-1.00020124253645,-0.103428120715347,-1.15779398752403,0.0418948901346357,-1.13734063257246
"TCGA.D5.6529",1.04009384533573,-1.49919243811143,0.653002454371634,-0.277292956501935,0.403359807844556,-0.810356427923354,-1.02474584032006,-0.427143041051594,0.540354587082867,1.01855880348697,-0.40761116548008,-0.756060866453162,-0.374136499670264,-1.12351416944139,-0.702556946714261
"TCGA.AA.3522",-0.853709598142867,1.79107247292475,-2.92988606263713,-1.71023472916305,1.37484816723865,0.987057487949234,2.46994892237591,-0.398505663158774,1.0847334898212,0.981584559835738,-0.363223599506931,-1.37082605642228,0.689292358562668,1.27444851352426,-0.755430264756106
"TCGA.A6.5660",-0.0336715656612961,0.0883025718611093,0.68865427611929,0.704944014870213,-0.312521817624851,-0.131980168568579,0.331889821161283,0.330423552967441,-0.0722784761966231,-0.146937888523079,0.465490630779109,0.0423727934361023,-1.34383155119378,0.130845766307426,0.154832871052086
"TCGA.CA.6716",0.133617699506812,0.163588704743778,0.441081202457708,0.442448425480291,-0.318022347506724,-0.629297556449121,0.180160322513587,-0.356559321795079,0.239956483733239,-0.178721602774603,0.211639818137088,0.256602592403756,-1.91754108737636,1.3549091198561,0.593279504646198
"TCGA.DM.A288",-1.45579536799965,1.15821351248106,0.343570469141357,1.32298635843481,-1.51092083553074,0.751751356092108,-0.119446510661119,1.51456327584754,-1.81373061897815,-1.83362667775948,0.796411204214389,2.08212085514992,0.00476132614993954,0.087679413231207,1.02036719685693
"TCGA.A6.6138",0.808507959822239,-1.28986875136946,0.645986651276507,-0.0899301936665348,0.388636040867046,-0.727185278980677,-0.828741230217931,-0.524149609245338,0.427965902018208,0.664605737711885,-0.359535046011337,-0.671234331772762,-0.266011728866076,-1.29582066598486,-0.998039088296556
"TCGA.AA.3496.1",0.725496927161565,-0.982757285117567,0.56085560786806,-0.0357303917601352,0.337085702775934,-0.474320099751035,-0.66450137991073,-0.664168033421808,0.363101733002158,0.639674117140295,-0.0527428425736255,-0.641170633052488,-0.447328405249734,-0.574140384211896,-0.387605477311398
"TCGA.5M.AATE",-0.53690240801521,0.389168765769186,0.962611390987349,0.928490554530836,-1.00426249465481,-0.21463499565632,-0.939035755230892,0.104714370171391,-1.00984495949634,-1.32446314883983,-0.111197190926441,1.51690384365207,-1.06625464235687,0.7755704720003,0.093137578804484
